GBMNE82250-22	vague species identification (GBMNE82250-22|Cottus sp. MY-2021|COI-5P|OL769045), 48 other species exist
GBMNE80708-22	vague species identification (GBMNE80708-22|Cottus sp. MY-2021|COI-5P|OL765524), 48 other species exist
GBMNE80719-22	vague species identification (GBMNE80719-22|Cottus sp. MY-2021|COI-5P|OL765538), 48 other species exist
GBMNE82167-22	vague species identification (GBMNE82167-22|Cottus sp. MY-2021|COI-5P|OL768929), 48 other species exist
ANGBF39418-19	vague species identification (ANGBF39418-19|Polydactylus sp. A AAG-2017|COI-5P|MF281388), 12 other species exist
GBMNE81584-22	vague species identification (GBMNE81584-22|Cottus sp. MY-2021|COI-5P|OL767291), 48 other species exist
GBMNE82266-22	vague species identification (GBMNE82266-22|Cottus sp. MY-2021|COI-5P|OL769063), 48 other species exist
ANGBF26145-19|Muraenidae|COI-5P|KU191071	vague species identification (ANGBF26145-19|Muraenidae|COI-5P|KU191071), with family-level - too high so removing
ANGBF26363-19|Blenniidae|COI-5P|KP136671	vague species identification (ANGBF26363-19|Blenniidae|COI-5P|KP136671), with family-level - too high so removing
ANGBF26414-19|Tripterygiidae|COI-5P|KU191190	vague species identification (ANGBF26414-19|Tripterygiidae|COI-5P|KU191190), with family-level - too high so removing
ANGBF27969-19|Gobiidae|COI-5P|KU191495	vague species identification (ANGBF27969-19|Gobiidae|COI-5P|KU191495), with family-level - too high so removing
ANGBF28131-19|Gobiidae|COI-5P|KX274148	vague species identification (ANGBF28131-19|Gobiidae|COI-5P|KX274148), with family-level - too high so removing
ANGBF42953-19	vague species identification (ANGBF42953-19|Lycodes sp. ADK-2014|COI-5P|KF835623), 40 other species exist
GBMNE81779-22	vague species identification (GBMNE81779-22|Cottus sp. MY-2021|COI-5P|OL767711), 48 other species exist
BZLWE453-08|Pomacentridae|COI-5P|JQ841762	vague species identification (BZLWE453-08|Pomacentridae|COI-5P|JQ841762), with family-level - too high so removing
GBMNE82019-22	vague species identification (GBMNE82019-22|Cottus sp. MY-2021|COI-5P|OL768711), 48 other species exist
GBMNE81579-22	vague species identification (GBMNE81579-22|Cottus sp. MY-2021|COI-5P|OL767286), 48 other species exist
GBMIN96333-17	vague species identification (GBMIN96333-17|Craterocephalus sp. AW-2016|COI-5P|KX260236), 11 other species exist
GBMNF46940-22	vague species identification (GBMNF46940-22|Rhinogobius sp. LZ-2021|COI-5P|OK012050), 22 other species exist
ANGBF54667-19	vague species identification (ANGBF54667-19|Platycephalus sp. DYI20|COI-5P|MH615611), 16 other species exist
ANGBF56159-19	vague species identification (ANGBF56159-19|Gazza sp. F1707SM-09|COI-5P|MK340619), 5 other species exist
GBMND73511-21	vague species identification (GBMND73511-21|Glaucostegus sp. R1911CB-03|COI-5P|MW431020), 5 other species exist
GBMNE81555-22	vague species identification (GBMNE81555-22|Cottus sp. MY-2021|COI-5P|OL767235), 48 other species exist
GBGC11588-13	vague species identification (GBGC11588-13|Osteolaemus sp. FAF-2012|COI-5P|JX627041), 2 other species exist
GBMNE42106-21|Labridae|COI-5P|MW014264	vague species identification (GBMNE42106-21|Labridae|COI-5P|MW014264), with family-level - too high so removing
GBMNE81185-22	vague species identification (GBMNE81185-22|Cottus sp. MY-2021|COI-5P|OL766377), 48 other species exist
GBMNE81666-22	vague species identification (GBMNE81666-22|Cottus sp. MY-2021|COI-5P|OL767444), 48 other species exist
GBMNE41939-21|Labridae|COI-5P|MW014189	vague species identification (GBMNE41939-21|Labridae|COI-5P|MW014189), with family-level - too high so removing
GBMNF48936-22	vague species identification (GBMNF48936-22|Scolopsis sp. curite TJA-201|COI-5P|OL889791), 15 other species exist
GBMNE82245-22	vague species identification (GBMNE82245-22|Cottus sp. MY-2021|COI-5P|OL769040), 48 other species exist
GBMIN126650-17|Gobiidae|COI-5P|KY675822	vague species identification (GBMIN126650-17|Gobiidae|COI-5P|KY675822), with family-level - too high so removing
GBMNE44016-21	vague species identification (GBMNE44016-21|Johnius sp. s NHAS-2021|COI-5P|OK257870), 20 other species exist
GBMNB10663-20|Callionymidae|COI-5P|MN560835	vague species identification (GBMNB10663-20|Callionymidae|COI-5P|MN560835), with family-level - too high so removing
GBMNB4420-20	vague species identification (GBMNB4420-20|Platycephalus sp. 1 ZC-2018|COI-5P|MG727403), 16 other species exist
GBMNB6346-20	vague species identification (GBMNB6346-20|Dentex sp. IRL113S1133|COI-5P|MK628424), 9 other species exist
GBMNB10756-20	vague species identification (GBMNB10756-20|Eviota cf. prasina CA-2019|COI-5P|MN560928), 51 other species exist
GBMNE41520-21	vague species identification (GBMNE41520-21|Coryphopterus sp. COPE-0032|COI-5P|MT784977), 13 other species exist
GBMNE81108-22	vague species identification (GBMNE81108-22|Cottus sp. MY-2021|COI-5P|OL766300), 48 other species exist
GBMNE81871-22	vague species identification (GBMNE81871-22|Cottus sp. MY-2021|COI-5P|OL768532), 48 other species exist
GBMNE42050-21|Labridae|COI-5P|MW014152	vague species identification (GBMNE42050-21|Labridae|COI-5P|MW014152), with family-level - too high so removing
GBMNE81646-22	vague species identification (GBMNE81646-22|Cottus sp. MY-2021|COI-5P|OL767424), 48 other species exist
GBMNF47270-22	vague species identification (GBMNF47270-22|Chaunax sp. NMMB-P25201|COI-5P|MW287647), 11 other species exist
ANGBF1175-12	vague species identification (ANGBF1175-12|Etmopterus sp. NS-2010|COI-5P|HM998650), 20 other species exist
GBMND69069-21	vague species identification (GBMND69069-21|Argyropelecus sp. AacuE|COI-5P|MT420359), 7 other species exist
LIDMA1774-13	vague species identification (LIDMA1774-13|Ophichthus sp.|COI-5P), 28 other species exist
GBMNF46846-22	vague species identification (GBMNF46846-22|Bathygobius sp. 2mm_0239|COI-3P|OM946058), 16 other species exist
ANGBF5536-12	vague species identification (ANGBF5536-12|Cololabis sp. JZ-2011|COI-5P|JN242622), 0 other species exist
BZLWA524-06|Gerreidae|COI-5P|JQ840068	vague species identification (BZLWA524-06|Gerreidae|COI-5P|JQ840068), with family-level - too high so removing
BZLWC010-06|Bothidae|COI-5P|JQ840771	vague species identification (BZLWC010-06|Bothidae|COI-5P|JQ840771), with family-level - too high so removing
GBMNC12345-20	vague species identification (GBMNC12345-20|Uropterygius sp. CKF120|COI-5P|MN733646), 9 other species exist
ANGBF27991-19|Gobiidae|COI-5P|KU191541	vague species identification (ANGBF27991-19|Gobiidae|COI-5P|KU191541), with family-level - too high so removing
GBMNE81057-22	vague species identification (GBMNE81057-22|Cottus sp. MY-2021|COI-5P|OL766223), 48 other species exist
GBMNE81319-22	vague species identification (GBMNE81319-22|Cottus sp. MY-2021|COI-5P|OL766556), 48 other species exist
JSCAR205-20|Labridae|COI-5P	vague species identification (JSCAR205-20|Labridae|COI-5P), with family-level - too high so removing
GBMNE41950-21|Labridae|COI-5P|MW014198	vague species identification (GBMNE41950-21|Labridae|COI-5P|MW014198), with family-level - too high so removing
GBMNE82429-22	vague species identification (GBMNE82429-22|Cottus sp. MY-2021|COI-5P|OL769296), 48 other species exist
BZLWE403-08|Pomacentridae|COI-5P|JQ841765	vague species identification (BZLWE403-08|Pomacentridae|COI-5P|JQ841765), with family-level - too high so removing
GBMNE81325-22	vague species identification (GBMNE81325-22|Cottus sp. MY-2021|COI-5P|OL766562), 48 other species exist
FOAL234-10	vague species identification (FOAL234-10|Saurida sp.|COI-5P|HQ564552), 21 other species exist
ANGBF54617-19	vague species identification (ANGBF54617-19|Platycephalus sp. CLI18|COI-5P|MH615561), 16 other species exist
GBMIN126704-17|Gobiidae|COI-5P|KY676175	vague species identification (GBMIN126704-17|Gobiidae|COI-5P|KY676175), with family-level - too high so removing
ANGBF46131-19	vague species identification (ANGBF46131-19|Hippocampus sp. EBS507FL|COI-5P|KT592189), 33 other species exist
GBMNC13844-20	vague species identification (GBMNC13844-20|Alosa sp. d117a|COI-5P|MT833791), 14 other species exist
GBMNC13072-20	vague species identification (GBMNC13072-20|Muraenichthys sp. IP0456|COI-5P|MN690418), 2 other species exist
LIFS132-08	vague species identification (LIFS132-08|Apogon sp.|COI-5P|KP194075), 44 other species exist
GBMND3805-21|Rhinobatidae|COI-5P|MT152522	vague species identification (GBMND3805-21|Rhinobatidae|COI-5P|MT152522), with family-level - too high so removing
GBMNB10959-20	vague species identification (GBMNB10959-20|Cirripectes sp. n. MH-2020|COI-5P|MN649902), 14 other species exist
GBMNC59135-20	vague species identification (GBMNC59135-20|Squalus sp. FZ-2|COI-5P|MT123844), 19 other species exist
JSCAR026-20|Labridae|COI-5P	vague species identification (JSCAR026-20|Labridae|COI-5P), with family-level - too high so removing
JSCAR180-20|Labridae|COI-5P	vague species identification (JSCAR180-20|Labridae|COI-5P), with family-level - too high so removing
GBMNE80778-22	vague species identification (GBMNE80778-22|Cottus sp. MY-2021|COI-5P|OL765674), 48 other species exist
GBMNE82264-22	vague species identification (GBMNE82264-22|Cottus sp. MY-2021|COI-5P|OL769061), 48 other species exist
GBMNE77079-22	vague species identification (GBMNE77079-22|Paracaesio sp. 3 TS-2019|COI-5P|LC500586), 6 other species exist
ANGBF54561-19	vague species identification (ANGBF54561-19|Platycephalus sp. BHHI1|COI-5P|MH615505), 16 other species exist
GBMNE80779-22	vague species identification (GBMNE80779-22|Cottus sp. MY-2021|COI-5P|OL765675), 48 other species exist
GBMNE81257-22	vague species identification (GBMNE81257-22|Cottus sp. MY-2021|COI-5P|OL766494), 48 other species exist
FPFLB226-12|Balistidae|COI-5P|KJ967924	vague species identification (FPFLB226-12|Balistidae|COI-5P|KJ967924), with family-level - too high so removing
NIFEB047-09|Haemulidae|COI-5P|KP112043	vague species identification (NIFEB047-09|Haemulidae|COI-5P|KP112043), with family-level - too high so removing
CDAO023-18	vague species identification (CDAO023-18|Spratelloides cf. delicatulus|COI-5P|MZ421801), 3 other species exist
GBMNE81371-22	vague species identification (GBMNE81371-22|Cottus sp. MY-2021|COI-5P|OL766644), 48 other species exist
GBMNE81895-22	vague species identification (GBMNE81895-22|Cottus sp. MY-2021|COI-5P|OL768560), 48 other species exist
GBMNE81574-22	vague species identification (GBMNE81574-22|Cottus sp. MY-2021|COI-5P|OL767281), 48 other species exist
GBMTG1510-16	vague species identification (GBMTG1510-16|Gyrinomimus sp. UW 113191|ND2|NC_012049), 3 other species exist
FIFP041-21	vague species identification (FIFP041-21|Parupeneus sp.|COI-5P|MZ050634), 22 other species exist
GBMNE81173-22	vague species identification (GBMNE81173-22|Cottus sp. MY-2021|COI-5P|OL766365), 48 other species exist
GBMNE82112-22	vague species identification (GBMNE82112-22|Cottus sp. MY-2021|COI-5P|OL768849), 48 other species exist
GBGCA11861-15	vague species identification (GBGCA11861-15|Rhinogobius sp.|COI-5P|AB988775), 22 other species exist
GBMNB4163-20	vague species identification (GBMNB4163-20|Sillago sp. Yang4|COI-5P|MF571932), 25 other species exist
GBMNE81346-22	vague species identification (GBMNE81346-22|Cottus sp. MY-2021|COI-5P|OL766598), 48 other species exist
GBMNE81547-22	vague species identification (GBMNE81547-22|Cottus sp. MY-2021|COI-5P|OL767222), 48 other species exist
GBMNE86530-22	vague species identification (GBMNE86530-22|Glossogobius sp. 3 MV-2022|COI-5P|ON604252), 18 other species exist
GBMNE82052-22	vague species identification (GBMNE82052-22|Cottus sp. MY-2021|COI-5P|OL768756), 48 other species exist
GBMNB7779-20	vague species identification (GBMNB7779-20|Scolopsis vosmeri complex sp. type01|COI-5P|MK777770), 15 other species exist
GBMND69165-21	vague species identification (GBMND69165-21|Chauliodus sp. DPND_5014R|COI-5P|MT420332), 3 other species exist
GBMND69900-21	vague species identification (GBMND69900-21|Menticirrhus sp. n. APM-2020|COI-5P|MT154393), 10 other species exist
GBMNE82000-22	vague species identification (GBMNE82000-22|Cottus sp. MY-2021|COI-5P|OL768691), 48 other species exist
GBMNE82212-22	vague species identification (GBMNE82212-22|Cottus sp. MY-2021|COI-5P|OL769007), 48 other species exist
ANGBF13809-18	vague species identification (ANGBF13809-18|Squalus sp. clade B AV-2016|COI-5P|KX949944), 19 other species exist
GBMNE81372-22	vague species identification (GBMNE81372-22|Cottus sp. MY-2021|COI-5P|OL766646), 48 other species exist
GBMNE82138-22	vague species identification (GBMNE82138-22|Cottus sp. MY-2021|COI-5P|OL768877), 48 other species exist
GBMNB7407-20	vague species identification (GBMNB7407-20|Taeniamia sp. DOS05955|COI-5P|MK777397), 8 other species exist
GBMNE81426-22	vague species identification (GBMNE81426-22|Cottus sp. MY-2021|COI-5P|OL766905), 48 other species exist
ANGBF25940-19|Pleuronectidae|COI-5P|MH032460	vague species identification (ANGBF25940-19|Pleuronectidae|COI-5P|MH032460), with family-level - too high so removing
GBMNE81281-22	vague species identification (GBMNE81281-22|Cottus sp. MY-2021|COI-5P|OL766518), 48 other species exist
GBMNE81062-22	vague species identification (GBMNE81062-22|Cottus sp. MY-2021|COI-5P|OL766228), 48 other species exist
ANGBF54650-19	vague species identification (ANGBF54650-19|Platycephalus sp. NT1|COI-5P|MH615594), 16 other species exist
FTW933-09	vague species identification (FTW933-09|Sargocentron sp.|COI-5P), 20 other species exist
GBMNE81187-22	vague species identification (GBMNE81187-22|Cottus sp. MY-2021|COI-5P|OL766379), 48 other species exist
GBMND69897-21	vague species identification (GBMND69897-21|Menticirrhus sp. n. APM-2020|COI-5P|MT154395), 10 other species exist
GBMNE41995-21|Labridae|COI-5P|MW014102	vague species identification (GBMNE41995-21|Labridae|COI-5P|MW014102), with family-level - too high so removing
GBMNC18280-20|Gobiidae|COI-5P|MN539623	vague species identification (GBMNC18280-20|Gobiidae|COI-5P|MN539623), with family-level - too high so removing
SBDSC020-11	vague species identification (SBDSC020-11|Sebastes sp.|COI-5P|JX008560), 86 other species exist
GBMNE81483-22	vague species identification (GBMNE81483-22|Cottus sp. MY-2021|COI-5P|OL767045), 48 other species exist
CDAO384-18|Tripterygiidae|COI-5P|MZ422257	vague species identification (CDAO384-18|Tripterygiidae|COI-5P|MZ422257), with family-level - too high so removing
GBMNF47410-22	vague species identification (GBMNF47410-22|Diaphus sp. b AO-2021|COI-5P|OL894506), 45 other species exist
GBCHO11546-23|Accipitridae|18S-5P|XR_007504776	vague species identification (GBCHO11546-23|Accipitridae|18S-5P|XR_007504776), with family-level - too high so removing
GBGC16684-19	vague species identification (GBGC16684-19|Iago sp. EM0031|COI-5P|MH243123), 1 other species exist
GBGCA13296-15|Tetraodontidae|COI-5P|KM236213	vague species identification (GBGCA13296-15|Tetraodontidae|COI-5P|KM236213), with family-level - too high so removing
GBMNB4421-20	vague species identification (GBMNB4421-20|Platycephalus sp. 1 ZC-2018|COI-5P|MG727404), 16 other species exist
GBMND69219-21	vague species identification (GBMND69219-21|Parupeneus sp. BX-2021|COI-5P|MZ028379), 22 other species exist
GBMNE81870-22	vague species identification (GBMNE81870-22|Cottus sp. MY-2021|COI-5P|OL768531), 48 other species exist
GBMNE42098-21|Labridae|COI-5P|MW014256	vague species identification (GBMNE42098-21|Labridae|COI-5P|MW014256), with family-level - too high so removing
GBMNE82152-22	vague species identification (GBMNE82152-22|Cottus sp. MY-2021|COI-5P|OL768891), 48 other species exist
GBMND65360-21|Gobiesocidae|COI-5P|MT053029	vague species identification (GBMND65360-21|Gobiesocidae|COI-5P|MT053029), with family-level - too high so removing
GBMND69145-21	vague species identification (GBMND69145-21|Chauliodus sp. DPND_4120|COI-5P|MT420312), 3 other species exist
GBMND69890-21	vague species identification (GBMND69890-21|Menticirrhus sp. n. APM-2020|COI-5P|MT154385), 10 other species exist
GBMND69074-21	vague species identification (GBMND69074-21|Argyropelecus sp. AacuJ|COI-5P|MT420364), 7 other species exist
GBMNF43788-22	vague species identification (GBMNF43788-22|Omobranchus sp. s MPC-2021|COI-5P|OM056862), 15 other species exist
GBMNF46859-22	vague species identification (GBMNF46859-22|Eviota sp. ZS27TYC-L9|COI-5P|OL512932), 51 other species exist
ANGBF35975-19	vague species identification (ANGBF35975-19|Tomicodon sp. HP-2017|COI-5P|KY781508), 11 other species exist
ANGBF28512-19|Myctophidae|COI-5P|MF414983	vague species identification (ANGBF28512-19|Myctophidae|COI-5P|MF414983), with family-level - too high so removing
ANGBF31298-19	vague species identification (ANGBF31298-19|Congriscus sp. EXB91|COI-5P|KF681862), 1 other species exist
GBMIN119823-17|Pleuronectidae|COI-5P|KU097362	vague species identification (GBMIN119823-17|Pleuronectidae|COI-5P|KU097362), with family-level - too high so removing
GBMIN132362-17|Gobiidae|COI-5P|KY675458	vague species identification (GBMIN132362-17|Gobiidae|COI-5P|KY675458), with family-level - too high so removing
GBMNC16734-20	vague species identification (GBMNC16734-20|Pegasus sp. n. RRZ-2020|COI-3P|MT549803), 2 other species exist
GBMND69210-21	vague species identification (GBMND69210-21|Parupeneus sp. BX-2021|COI-5P|MZ028370), 22 other species exist
ANGBF27984-19|Gobiidae|COI-5P|KY675702	vague species identification (ANGBF27984-19|Gobiidae|COI-5P|KY675702), with family-level - too high so removing
GBMNF43796-22	vague species identification (GBMNF43796-22|Omobranchus sp. s MPC-2021|COI-5P|OM056873), 15 other species exist
GBMNE36523-21	vague species identification (GBMNE36523-21|Hyporhamphus sp. Ha6173|COI-5P|MZ575955), 19 other species exist
GBMNE41541-21	vague species identification (GBMNE41541-21|Coryphopterus sp. COPE-1314|COI-5P|MT785279), 13 other species exist
GBMNE41674-21	vague species identification (GBMNE41674-21|Rhinogobius sp. SWU417|COI-5P|MW649377), 22 other species exist
GBMNE41919-21|Labridae|COI-5P|MW014171	vague species identification (GBMNE41919-21|Labridae|COI-5P|MW014171), with family-level - too high so removing
GBMNE41988-21|Labridae|COI-5P|MW014096	vague species identification (GBMNE41988-21|Labridae|COI-5P|MW014096), with family-level - too high so removing
GBMNE42031-21|Labridae|COI-5P|MW014135	vague species identification (GBMNE42031-21|Labridae|COI-5P|MW014135), with family-level - too high so removing
GBMIN129035-17	vague species identification (GBMIN129035-17|Chaunax sp. A KKB-2015|COI-5P|KR231794), 11 other species exist
GBMNE82320-22	vague species identification (GBMNE82320-22|Cottus sp. MY-2021|COI-5P|OL769163), 48 other species exist
GBMNC60222-20	vague species identification (GBMNC60222-20|Maculabatis sp. AJ-2020|COI-5P|MT237648), 5 other species exist
GBMNE80786-22	vague species identification (GBMNE80786-22|Cottus sp. MY-2021|COI-5P|OL765692), 48 other species exist
GBMNC13055-20|Gobiidae|COI-5P|MN690436	vague species identification (GBMNC13055-20|Gobiidae|COI-5P|MN690436), with family-level - too high so removing
GBMNE80974-22	vague species identification (GBMNE80974-22|Cottus sp. MY-2021|COI-5P|OL765964), 48 other species exist
GOAIL215-17|Ostraciidae|COI-5P|MF123959	vague species identification (GOAIL215-17|Ostraciidae|COI-5P|MF123959), with family-level - too high so removing
GBMNC12287-20|Gobiidae|COI-5P|MN733684	vague species identification (GBMNC12287-20|Gobiidae|COI-5P|MN733684), with family-level - too high so removing
GBMNC12300-20	vague species identification (GBMNC12300-20|Pomacentrus sp. CKF143|COI-5P|MN733669), 47 other species exist
GBMNC12771-20	vague species identification (GBMNC12771-20|Doryrhamphus sp. PP-2020|COI-5P|MN393104), 4 other species exist
GBMNC12273-20|Gobiidae|COI-5P|MN733693	vague species identification (GBMNC12273-20|Gobiidae|COI-5P|MN733693), with family-level - too high so removing
GBMNC17504-20	vague species identification (GBMNC17504-20|Trachinocephalus sp. LR-2016|COI-5P|LC543927), 2 other species exist
GBMIN122921-17	vague species identification (GBMIN122921-17|Heteroclinus sp. 7 SNJC-2013|COI-5P|KF524987), 13 other species exist
GBMND28330-21	vague species identification (GBMND28330-21|Nemipterus sp. n. SKA-2020|COI-5P|MW340943), 21 other species exist
GBMNE82191-22	vague species identification (GBMNE82191-22|Cottus sp. MY-2021|COI-5P|OL768971), 48 other species exist
GBPIS474-18	vague species identification (GBPIS474-18|Cottus sp.|COI-5P|MW473189), 48 other species exist
GBMNE42047-21|Labridae|COI-5P|MW014149	vague species identification (GBMNE42047-21|Labridae|COI-5P|MW014149), with family-level - too high so removing
GBMNE80642-22	vague species identification (GBMNE80642-22|Cottus sp. MY-2021|COI-5P|OL765453), 48 other species exist
GBMNE80971-22	vague species identification (GBMNE80971-22|Cottus sp. MY-2021|COI-5P|OL765961), 48 other species exist
GBMNB4788-20	vague species identification (GBMNB4788-20|Ambassis sp. 1 CC-2019|COI-5P|MH673987), 17 other species exist
GBMNE81498-22	vague species identification (GBMNE81498-22|Cottus sp. MY-2021|COI-5P|OL767099), 48 other species exist
